region,year,month,price_cowpeas,price_groundnuts,price_maize,price_millet,price_rice,price_sorghum,price_lag1,price_change_pct,price_volatility_3m,price_shock_flag
Bono,2004,5,6.15,6.32,2.51,2.83,5.58,2.53,2.42,3.72,15.858,0
Bono,2004,6,6.12,6.45,2.48,2.67,6.03,2.68,2.51,-1.2,15.667,0
Bono,2004,7,6.41,6.17,3.11,3.32,5.76,2.81,2.48,25.4,14.153,1
Bono,2004,8,6.96,7.66,3.42,3.2,6.04,3.09,3.11,9.97,13.357,0
Bono,2004,9,7.32,7.61,3.1,3.0,5.34,3.11,3.42,-9.36,17.416,0
Bono,2004,10,6.76,8.33,3.5,3.15,5.79,2.83,3.1,12.9,12.095,0
Bono,2004,11,6.23,7.54,2.97,2.99,5.9,2.67,3.5,-15.14,14.805,0
Bono,2004,12,7.22,8.09,3.15,3.82,5.8,3.02,2.97,6.06,14.62,0
Bono,2005,1,7.52,8.88,4.03,4.37,6.59,3.96,3.15,27.94,21.541,1
Bono,2005,2,7.85,8.08,3.73,4.1,5.59,3.64,4.03,-7.44,17.855,0
Bono,2005,3,7.6,7.73,3.23,3.69,6.22,3.13,3.73,-13.4,22.347,0
Bono,2005,4,6.84,7.43,3.13,3.17,6.68,2.87,3.23,-3.1,5.171,0
Bono,2005,5,6.5,7.35,2.73,3.79,6.63,2.93,3.13,-12.78,5.776,0
Bono,2005,6,7.1,7.29,3.0,3.12,6.33,2.91,2.73,9.89,11.375,0
Bono,2005,7,6.79,7.38,3.51,3.21,6.23,2.98,3.0,17.0,15.553,0
Bono,2005,8,7.64,8.5,3.99,3.88,6.95,3.06,3.51,13.68,3.558,0
Bono,2005,9,7.17,9.39,3.63,3.56,6.49,2.96,3.99,-9.02,14.162,0
Bono,2005,10,6.62,8.42,3.45,3.35,6.45,3.0,3.63,-4.96,12.105,0
Bono,2005,11,7.47,8.18,3.38,3.29,7.13,3.16,3.45,-2.03,3.51,0
Bono,2005,12,8.43,8.06,3.55,4.07,6.97,3.44,3.38,5.03,5.135,0
Bono,2006,1,8.59,9.35,4.29,4.88,6.81,4.11,3.55,20.85,11.716,1
Bono,2006,2,8.91,8.24,3.62,4.86,7.11,4.13,4.29,-15.62,18.288,0
Bono,2006,3,8.45,7.92,3.53,4.2,7.22,3.49,3.62,-2.49,18.472,0
Bono,2006,4,7.72,8.07,3.11,3.91,7.11,3.41,3.53,-11.9,6.767,0
Bono,2006,5,7.32,8.08,3.27,3.52,7.26,3.06,3.11,5.14,8.535,0
Bono,2006,6,7.75,8.68,3.28,3.52,6.48,3.18,3.27,0.31,8.782,0
Bono,2006,7,7.92,9.03,4.05,3.58,7.3,3.27,3.28,23.48,12.224,1
Bono,2006,8,8.76,8.82,3.84,4.43,7.17,3.88,4.05,-5.19,15.215,0
Bono,2006,9,9.39,8.82,4.02,3.83,7.17,3.58,3.84,4.69,14.564,0
Bono,2006,10,8.47,8.93,3.92,3.65,7.28,3.05,4.02,-2.49,5.106,0
Bono,2006,11,8.0,8.66,3.83,4.02,7.42,3.58,3.92,-2.3,4.092,0
Bono,2006,12,8.66,9.79,4.84,4.62,7.56,3.89,3.83,26.37,16.608,1
Bono,2007,1,9.89,10.88,4.33,5.53,7.8,4.4,4.84,-10.54,19.374,0
Bono,2007,2,9.16,9.65,4.27,5.02,7.52,4.32,4.33,-1.39,19.221,0
Bono,2007,3,10.37,9.61,4.47,4.44,8.08,3.51,4.27,4.68,7.662,0
Bono,2007,4,8.37,9.98,3.51,4.26,8.23,3.37,4.47,-21.48,13.692,0
Bono,2007,5,7.59,8.86,3.58,3.56,8.3,3.23,3.51,1.99,14.39,0
Bono,2007,6,8.43,9.07,3.56,3.67,8.46,3.39,3.58,-0.56,12.878,0
Bono,2007,7,9.18,9.15,3.9,3.94,7.91,3.75,3.56,9.55,5.258,0
Bono,2007,8,10.22,10.29,4.45,4.39,8.1,3.74,3.9,14.1,7.504,0
Bono,2007,9,9.78,11.32,4.9,4.15,8.38,3.64,4.45,10.11,2.481,0
Bono,2007,10,9.69,10.02,4.03,3.59,8.17,3.59,4.9,-17.76,17.358,0
Bono,2007,11,9.26,9.64,4.04,4.44,7.93,3.63,4.03,0.25,14.132,0
Bono,2007,12,10.33,10.15,4.72,5.08,8.27,4.33,4.04,16.83,17.3,0
Bono,2008,1,12.97,13.61,6.86,7.1,11.56,5.85,4.72,45.34,22.807,1
Bono,2008,2,14.22,13.31,6.4,6.91,10.37,5.53,6.86,-6.71,26.065,0
Bono,2008,3,12.42,12.75,5.58,6.38,10.43,5.4,6.4,-12.81,31.958,0
Bono,2008,4,13.39,12.04,4.23,5.33,10.64,3.89,5.58,-24.19,8.872,0
Bono,2008,5,12.03,13.27,4.57,5.27,11.33,4.58,4.23,8.04,16.345,0
Bono,2008,6,11.35,12.76,4.79,5.3,11.3,4.58,4.57,4.81,17.749,0
Bono,2008,7,12.7,12.28,6.03,5.82,11.59,4.92,4.79,25.89,11.354,1
Bono,2008,8,12.56,14.22,6.03,5.87,12.71,5.07,6.03,0.0,13.771,0
Bono,2008,9,12.3,14.32,6.58,5.68,11.83,5.15,6.03,9.12,13.132,0
Bono,2008,10,13.33,13.74,5.94,5.27,11.96,4.81,6.58,-9.73,9.427,0
Bono,2008,11,11.59,13.24,5.88,5.24,13.18,4.3,5.94,-1.01,9.434,0
Bono,2008,12,13.52,13.95,7.22,6.33,11.9,5.03,5.88,22.79,16.833,1
Bono,2009,1,12.22,12.71,5.43,6.01,9.18,4.94,7.22,-24.79,23.79,0
Bono,2009,2,12.08,12.69,4.83,5.68,9.28,4.96,5.43,-11.05,24.487,0
Bono,2009,3,11.12,10.77,4.86,5.3,10.0,4.48,4.83,0.62,12.719,0
Bono,2009,4,10.72,10.51,4.57,4.89,8.96,3.68,4.86,-5.97,5.851,0
Bono,2009,5,10.28,10.65,4.01,4.35,8.69,3.32,4.57,-12.25,6.436,0
Bono,2009,6,10.72,10.56,4.42,4.39,9.3,4.01,4.01,10.22,11.593,0
Bono,2009,7,12.26,11.03,5.24,4.67,10.17,4.08,4.42,18.55,15.932,0
Bono,2009,8,10.44,12.52,5.77,5.0,10.12,4.34,5.24,10.11,4.841,0
Bono,2009,9,11.2,12.28,5.1,5.19,9.82,3.89,5.77,-11.61,15.56,0
Bono,2009,10,11.29,11.54,5.1,4.47,10.5,4.25,5.1,0.0,10.869,0
Bono,2009,11,11.19,12.57,4.58,4.72,10.34,3.78,5.1,-10.2,6.335,0
Bono,2009,12,12.12,11.49,5.2,5.73,10.28,4.69,4.58,13.54,11.909,0
Bono,2010,1,13.94,14.13,6.57,6.72,10.16,5.38,5.2,26.35,18.545,1
Bono,2010,2,12.31,12.25,5.07,5.92,10.7,5.25,6.57,-22.83,25.513,0
Bono,2010,3,12.57,11.11,5.24,5.88,10.69,4.3,5.07,3.35,24.607,0
Bono,2010,4,12.49,11.06,4.61,4.5,10.23,3.85,5.24,-12.02,13.156,0
Bono,2010,5,10.62,11.21,4.58,4.5,10.86,4.14,4.61,-0.65,7.974,0
Bono,2010,6,9.56,10.71,4.59,4.63,10.16,4.28,4.58,0.22,6.829,0
Bono,2010,7,11.39,12.37,5.62,5.0,10.7,4.39,4.59,22.44,13.087,1
Bono,2010,8,12.86,13.03,5.81,5.37,10.86,4.83,5.62,3.38,12.021,0
Bono,2010,9,12.62,13.31,6.05,5.46,10.53,4.44,5.81,4.13,10.794,0
Bono,2010,10,11.33,13.28,5.47,5.02,10.85,4.17,6.05,-9.59,7.714,0
Bono,2010,11,11.13,12.52,4.89,4.93,11.17,4.28,5.47,-10.6,8.228,0
Bono,2010,12,12.06,13.97,6.18,5.91,10.32,5.0,4.89,26.38,21.065,1
Bono,2011,1,13.43,13.74,6.74,7.02,11.08,5.75,6.18,9.06,18.502,0
Bono,2011,2,13.76,13.08,6.05,6.24,12.27,5.17,6.74,-10.24,18.319,0
Bono,2011,3,13.9,13.32,5.35,5.46,10.66,4.49,6.05,-11.57,11.546,0
Bono,2011,4,11.08,12.41,5.25,4.96,11.76,4.46,5.35,-1.87,5.259,0
Bono,2011,5,12.82,10.75,4.55,5.34,11.2,4.16,5.25,-13.33,6.171,0
Bono,2011,6,12.01,11.45,4.87,4.88,11.99,3.98,4.55,7.03,10.207,0
Bono,2011,7,12.12,12.97,5.84,5.23,10.97,4.26,4.87,19.92,16.764,0
Bono,2011,8,12.92,14.85,6.22,5.97,11.46,4.51,5.84,6.51,7.597,0
Bono,2011,9,13.23,14.18,5.44,4.71,12.79,4.86,6.22,-12.54,16.311,0
Bono,2011,10,13.07,14.33,5.5,5.01,11.49,4.47,5.44,1.1,9.817,0
Bono,2011,11,12.54,13.31,5.63,4.91,12.02,4.41,5.5,2.36,8.263,0
Bono,2011,12,13.78,14.43,6.34,6.47,12.07,5.07,5.63,12.61,6.313,0
Bono,2012,1,14.82,16.34,7.01,7.78,10.59,5.61,6.34,10.57,5.426,0
Bono,2012,2,15.48,14.84,6.58,7.22,12.12,5.92,7.01,-6.13,10.281,0
Bono,2012,3,13.33,14.15,6.07,6.96,11.19,5.15,6.58,-7.75,10.142,0
Bono,2012,4,12.71,12.5,5.4,5.77,12.37,4.35,6.07,-11.04,2.502,0
Bono,2012,5,12.46,12.86,4.25,5.41,12.13,4.73,5.4,-21.3,7.067,0
Bono,2012,6,12.1,13.66,5.41,6.02,11.45,4.82,4.25,27.29,25.611,1
Bono,2012,7,13.62,14.16,5.91,5.09,11.47,4.61,5.41,9.24,24.561,0
Bono,2012,8,13.61,15.06,6.71,6.68,12.22,5.02,5.91,13.54,9.428,0
Bono,2012,9,15.92,14.07,6.77,6.25,13.86,4.77,6.71,0.89,6.432,0
Bono,2012,10,12.99,15.66,5.83,5.43,13.4,4.8,6.77,-13.88,13.724,0
Bono,2012,11,14.36,12.91,5.9,5.3,12.69,4.31,5.83,1.2,8.618,0
Bono,2012,12,13.42,14.36,7.0,6.52,12.86,5.25,5.9,18.64,16.274,0
Bono,2013,1,18.15,16.66,7.38,7.89,12.98,6.49,7.0,5.43,9.097,0
Bono,2013,2,17.08,15.05,6.46,7.87,12.33,5.53,7.38,-12.47,15.614,0
Bono,2013,3,16.56,15.41,5.93,5.99,12.29,5.19,6.46,-8.2,9.349,0
Bono,2013,4,13.5,12.9,5.7,6.53,13.35,4.45,5.93,-3.88,4.295,0
Bono,2013,5,13.58,13.52,5.25,5.64,12.48,4.86,5.7,-7.89,2.41,0
Bono,2013,6,13.7,12.75,5.21,6.0,13.87,4.97,5.25,-0.76,3.574,0
Bono,2013,7,14.65,14.77,6.18,5.64,12.13,4.69,5.21,18.62,13.719,0
Bono,2013,8,16.57,15.36,6.65,6.59,12.48,5.07,6.18,7.61,9.72,0
Bono,2013,9,16.21,15.36,7.08,6.18,14.07,5.11,6.65,6.47,6.71,0
Bono,2013,10,14.84,16.7,6.05,5.93,13.02,4.39,7.08,-14.55,12.478,0
Bono,2013,11,14.96,15.77,6.68,5.6,13.19,4.61,6.05,10.41,13.419,0
Bono,2013,12,16.86,15.88,8.04,6.98,13.77,5.47,6.68,20.36,17.985,1
Bono,2014,1,19.15,20.7,8.57,8.87,15.89,7.81,8.04,6.59,7.109,0
Bono,2014,2,19.22,17.81,7.95,9.1,15.56,6.86,8.57,-7.23,13.795,0
Bono,2014,3,21.07,17.69,7.84,8.61,15.39,6.37,7.95,-1.38,6.937,0
Bono,2014,4,17.08,16.96,7.14,7.1,15.86,5.44,7.84,-8.93,3.961,0
Bono,2014,5,15.93,15.46,6.27,5.77,15.64,5.67,7.14,-12.18,5.541,0
Bono,2014,6,16.42,17.13,6.69,7.14,16.23,5.29,6.27,6.7,10.094,0
Bono,2014,7,18.5,17.54,7.47,7.13,17.68,5.73,6.69,11.66,12.579,0
Bono,2014,8,19.24,17.45,8.07,6.5,15.94,6.25,7.47,8.03,2.567,0
Bono,2014,9,18.55,18.16,8.45,6.54,14.95,6.05,8.07,4.71,3.476,0
Bono,2014,10,18.37,19.03,7.8,6.44,16.51,5.92,8.45,-7.69,8.286,0
Bono,2014,11,17.18,17.47,7.11,6.83,15.66,5.78,7.8,-8.85,7.516,0
Bono,2014,12,18.81,17.36,8.61,7.95,16.12,6.87,7.11,21.1,16.967,1
Bono,2015,1,20.63,21.3,9.23,9.5,16.22,7.68,8.61,7.2,14.988,0
Bono,2015,2,21.2,19.78,9.75,9.64,15.54,7.46,9.23,5.63,8.515,0
Bono,2015,3,19.77,16.98,7.81,8.99,15.78,6.13,9.75,-19.9,15.213,0
Bono,2015,4,18.42,17.16,7.42,7.71,14.29,5.36,7.81,-4.99,12.825,0
Bono,2015,5,17.43,18.55,6.93,6.43,16.15,5.4,7.42,-6.6,8.183,0
Bono,2015,6,16.28,16.89,7.16,7.36,16.76,5.5,6.93,3.32,5.324,0
Bono,2015,7,18.13,19.92,8.23,7.27,16.39,6.29,7.16,14.94,10.781,0
Bono,2015,8,19.44,19.09,8.99,8.64,16.08,6.89,8.23,9.23,5.81,0
Bono,2015,9,21.63,20.39,9.59,7.61,16.84,5.97,8.99,6.67,4.234,0
Bono,2015,10,18.73,18.21,8.12,7.57,15.82,6.4,9.59,-15.33,13.502,0
Bono,2015,11,18.22,17.41,6.77,7.37,15.8,6.12,8.12,-16.63,13.093,0
Bono,2015,12,22.23,19.09,10.04,8.99,17.2,6.81,6.77,48.3,37.118,1
Bono,2016,1,18.24,20.33,8.62,9.15,15.47,7.05,10.04,-14.14,36.79,0
Bono,2016,2,18.37,19.86,8.18,9.16,15.48,7.29,8.62,-5.1,33.744,0
Bono,2016,3,18.33,19.17,7.24,8.32,14.94,5.32,8.18,-11.49,4.647,0
Bono,2016,4,17.05,16.03,6.52,6.78,16.07,5.74,7.24,-9.94,3.333,0
Bono,2016,5,16.31,15.91,6.02,6.41,14.44,5.58,6.52,-7.67,1.921,0
Bono,2016,6,16.15,15.81,6.1,6.34,15.14,5.44,6.02,1.33,5.961,0
Bono,2016,7,16.49,18.2,7.29,7.25,16.01,5.78,6.1,19.51,13.846,0
Bono,2016,8,19.49,17.56,8.57,7.45,16.17,6.63,7.29,17.56,9.981,0
Bono,2016,9,18.24,18.99,7.35,7.12,14.97,5.46,8.57,-14.24,18.948,0
Bono,2016,10,18.87,18.83,7.85,6.56,17.31,5.63,7.35,6.8,16.175,0
Bono,2016,11,16.09,17.92,8.15,7.19,15.6,5.76,7.85,3.82,11.385,0
Bono,2016,12,20.77,17.96,8.61,7.61,15.84,6.6,8.15,5.64,1.502,0
Bono,2017,1,19.16,20.36,8.65,10.14,16.61,7.51,8.61,0.46,2.628,0
Bono,2017,2,20.98,18.13,8.73,9.48,17.14,7.86,8.65,0.92,2.867,0
Bono,2017,3,19.12,17.07,8.19,8.18,16.02,5.94,8.73,-6.19,3.979,0
Bono,2017,4,18.32,16.07,7.52,6.69,16.98,5.37,8.19,-8.18,4.784,0
Bono,2017,5,16.55,15.76,6.76,6.99,15.74,4.87,7.52,-10.11,1.96,0
Bono,2017,6,15.6,17.77,7.33,7.29,17.53,5.53,6.76,8.43,10.193,0
Bono,2017,7,17.8,17.88,8.27,7.93,16.28,5.85,7.33,12.82,12.171,0
Bono,2017,8,21.15,18.04,9.03,7.95,16.57,6.49,8.27,9.19,2.346,0
Bono,2017,9,18.68,18.92,8.53,7.12,16.1,6.39,9.03,-5.54,9.723,0
Bono,2017,10,19.24,18.08,7.77,7.22,16.63,5.63,8.53,-8.91,9.626,0
Bono,2017,11,17.86,17.82,8.02,7.18,15.91,5.77,7.77,3.22,6.261,0
Bono,2017,12,19.46,20.52,8.66,8.73,16.53,7.28,8.02,7.98,8.709,0
Bono,2018,1,24.25,20.72,11.02,9.74,16.66,7.73,8.66,27.25,12.724,1
Bono,2018,2,21.74,20.12,8.68,9.72,15.83,7.69,11.02,-21.23,24.409,0
Bono,2018,3,21.35,20.12,8.52,8.89,16.31,6.91,8.68,-1.84,24.401,0
Bono,2018,4,19.32,17.9,6.92,8.44,15.08,5.63,8.52,-18.78,10.559,0
Bono,2018,5,19.74,17.14,6.85,7.19,15.87,5.47,6.92,-1.01,10.029,0
Bono,2018,6,17.0,18.2,7.23,7.79,16.98,6.57,6.85,5.55,12.588,0
Bono,2018,7,21.66,18.91,7.74,8.14,17.87,6.48,7.23,7.05,4.287,0
Bono,2018,8,22.15,21.75,8.91,8.06,16.82,6.21,7.74,15.12,5.147,0
Bono,2018,9,21.08,19.28,8.95,8.13,17.16,6.0,8.91,0.45,7.347,0
Bono,2018,10,20.32,21.3,8.3,7.0,18.26,6.1,8.95,-7.26,11.369,0
Bono,2018,11,18.54,17.56,8.49,7.24,18.05,6.47,8.3,2.29,5.067,0
Bono,2018,12,21.07,21.15,8.88,8.72,18.1,7.42,8.49,4.59,6.284,0
Bono,2019,1,23.59,21.98,10.56,10.55,17.56,8.54,8.88,18.92,9.011,0
Bono,2019,2,22.14,22.34,9.11,8.86,17.1,7.63,10.56,-13.73,16.366,0
Bono,2019,3,23.91,20.18,9.05,9.87,17.94,6.8,9.11,-0.66,16.433,0
Bono,2019,4,20.41,19.09,8.04,7.73,18.8,5.9,9.05,-11.16,6.924,0
Bono,2019,5,19.34,17.75,7.7,7.75,19.33,5.9,8.04,-4.23,5.339,0
Bono,2019,6,18.44,20.84,7.73,7.58,19.94,5.96,7.7,0.39,5.813,0
Bono,2019,7,21.62,22.6,9.26,7.82,19.23,6.26,7.73,19.79,12.745,0
Bono,2019,8,21.53,23.03,8.79,7.84,17.97,6.66,9.26,-5.08,13.069,0
Bono,2019,9,21.1,20.94,9.39,7.62,16.92,6.54,8.79,6.83,12.439,0
Bono,2019,10,19.54,20.87,8.84,7.5,18.61,6.53,9.39,-5.86,7.112,0
Bono,2019,11,19.49,18.9,8.72,7.43,19.13,6.8,8.84,-1.36,6.434,0
Bono,2019,12,20.63,20.58,9.69,8.88,15.88,7.21,8.72,11.12,8.797,0
Bono,2020,1,24.62,23.76,10.13,10.69,16.92,8.67,9.69,4.54,6.243,0
Bono,2020,2,25.23,22.15,9.26,10.48,17.92,8.03,10.13,-8.59,10.035,0
Bono,2020,3,22.82,20.92,8.93,9.84,17.7,7.4,9.26,-3.56,6.625,0
Bono,2020,4,21.39,17.71,7.97,7.69,16.99,5.98,8.93,-10.75,3.689,0
Bono,2020,5,21.33,19.4,7.98,7.42,18.89,6.09,7.97,0.13,5.533,0
Bono,2020,6,20.0,20.46,8.52,7.87,19.76,6.78,7.98,6.77,8.845,0
Bono,2020,7,21.26,21.64,9.08,8.18,18.5,6.99,8.52,6.57,3.777,0
Bono,2020,8,22.59,22.29,10.02,8.55,17.19,7.39,9.08,10.35,2.127,0
Bono,2020,9,22.17,23.56,10.09,8.68,19.0,7.32,10.02,0.7,4.863,0
Bono,2020,10,21.23,21.71,9.04,7.96,17.83,6.06,10.09,-10.41,10.389,0
Bono,2020,11,19.76,21.23,8.64,7.27,17.99,6.1,9.04,-4.42,5.561,0
Bono,2020,12,23.41,24.98,9.47,9.31,19.92,7.84,8.64,9.61,10.276,0
Bono,2021,1,25.21,25.89,11.59,10.55,20.23,9.09,9.47,22.39,13.41,1
Bono,2021,2,26.15,22.68,10.16,10.56,18.87,8.67,11.59,-12.34,17.566,0
Bono,2021,3,25.57,22.01,9.84,9.14,19.92,8.32,10.16,-3.15,17.995,0
Bono,2021,4,20.93,20.26,7.9,7.74,18.25,6.31,9.84,-19.72,8.301,0
Bono,2021,5,20.12,20.32,7.77,7.24,19.86,6.6,7.9,-1.65,10.028,0
Bono,2021,6,21.8,21.76,8.87,8.89,19.04,6.77,7.77,14.16,16.953,0
Bono,2021,7,22.04,20.87,9.59,7.98,18.19,7.26,8.87,8.12,7.978,0
Bono,2021,8,23.68,22.58,9.8,8.9,18.67,7.57,9.59,2.19,5.985,0
Bono,2021,9,23.77,22.3,10.44,8.64,20.02,6.9,9.8,6.53,3.069,0
Bono,2021,10,21.49,23.76,8.91,8.24,18.23,7.01,10.44,-14.66,11.194,0
Bono,2021,11,21.99,22.97,9.46,8.47,19.48,6.78,8.91,6.17,12.131,0
Bono,2021,12,24.21,23.72,10.04,10.05,20.88,7.94,9.46,6.13,12.015,0
Bono,2022,1,31.34,31.39,15.31,14.59,24.25,11.95,10.04,52.49,26.754,1
Bono,2022,2,32.84,28.9,13.35,13.97,23.02,12.22,15.31,-12.8,33.592,0
Bono,2022,3,31.55,27.81,12.32,12.84,24.68,8.57,13.35,-7.72,36.318,0
Bono,2022,4,29.87,27.68,10.89,11.03,25.97,9.11,12.32,-11.61,2.657,0
Bono,2022,5,28.98,27.69,10.4,10.79,23.56,8.66,10.89,-4.5,3.56,0
Bono,2022,6,27.46,25.06,11.05,10.16,26.79,8.47,10.4,6.25,8.992,0
Bono,2022,7,26.65,26.74,12.7,10.99,26.34,8.94,11.05,14.93,9.733,0
Bono,2022,8,31.84,30.17,13.49,10.95,25.9,10.04,12.7,6.22,5.02,0
Bono,2022,9,34.22,29.02,13.91,11.04,26.27,9.18,13.49,3.11,6.127,0
Bono,2022,10,30.45,31.08,11.93,10.28,25.78,8.87,13.91,-14.23,11.019,0
Bono,2022,11,27.56,27.93,12.31,11.21,26.14,8.43,11.93,3.19,10.034,0
Bono,2022,12,31.77,30.96,14.09,12.1,25.88,9.82,12.31,14.46,14.454,0
Bono,2023,1,28.6,26.45,12.74,12.08,21.61,8.91,14.09,-9.58,12.028,0
Bono,2023,2,27.75,23.96,11.1,11.16,22.11,8.77,12.74,-12.87,14.92,0
Bono,2023,3,28.16,21.7,10.23,10.89,19.98,7.79,11.1,-7.84,2.554,0
Bono,2023,4,22.63,21.21,9.23,8.54,20.17,7.2,10.23,-9.78,2.537,0
Bono,2023,5,22.34,21.74,8.08,8.67,20.56,6.65,9.23,-12.46,2.32,0
Bono,2023,6,23.4,22.26,9.32,8.73,20.4,7.55,8.08,15.35,15.341,0
Bono,2023,7,25.07,24.07,11.85,9.63,22.3,7.19,9.32,27.15,20.337,1
Bono,2023,8,24.88,23.74,12.15,9.3,19.58,8.26,11.85,2.53,12.314,0
Bono,2023,9,25.09,25.79,10.34,8.65,21.82,7.25,12.15,-14.9,21.127,0
Bono,2023,10,23.65,26.53,9.36,9.0,22.78,8.1,10.34,-9.48,8.92,0
Bono,2023,11,22.38,24.48,9.82,8.2,20.76,7.45,9.36,4.91,10.238,0
Bono,2023,12,26.59,24.96,11.99,10.53,23.02,8.8,9.82,22.1,15.811,1
Bono,2024,1,28.55,25.39,12.43,12.66,22.75,9.59,11.99,3.67,10.301,0
Bono,2024,2,30.55,23.26,12.53,12.23,21.2,9.58,12.43,0.8,11.558,0
Bono,2024,3,25.97,24.56,10.03,10.06,22.53,7.6,12.53,-19.95,12.889,0
Bono,2024,4,24.74,23.45,9.53,9.3,20.82,6.96,10.03,-4.99,10.707,0
Bono,2024,5,24.57,20.47,8.88,8.98,20.58,7.06,9.53,-6.82,8.16,0
Bono,2024,6,24.18,24.07,9.82,8.61,21.34,8.09,8.88,10.59,9.567,0
Bono,2024,7,23.79,23.41,10.98,9.35,23.39,8.17,9.82,11.81,10.422,0
Bono,2024,8,28.11,24.91,12.35,10.5,21.48,7.29,10.98,12.48,0.958,0
Bono,2024,9,26.79,27.97,11.09,9.33,22.1,7.44,12.35,-10.2,12.905,0
Bono,2024,10,27.85,26.51,11.33,8.93,21.01,7.56,11.09,2.16,11.355,0
Bono,2024,11,23.99,24.25,10.33,9.53,23.15,7.92,11.33,-8.83,6.775,0
Bono,2024,12,28.48,26.61,12.59,11.06,23.18,8.82,10.33,21.88,15.56,1
Central,2003,1,5.83,6.72,3.11,3.46,4.48,3.12,,,,0
Central,2003,2,5.42,6.68,2.96,3.34,4.08,3.02,3.11,-4.82,,0
Central,2003,3,5.52,5.58,2.37,3.01,4.74,2.5,2.96,-19.93,10.684,0
Central,2003,4,4.85,5.42,2.35,2.71,4.56,2.67,2.37,-0.84,10.071,0
Central,2003,5,4.76,5.84,2.19,2.61,4.44,2.26,2.35,-6.81,9.766,0
Central,2003,6,4.22,5.93,2.46,2.78,4.93,2.61,2.19,12.33,9.793,0
Central,2003,7,5.0,6.24,2.57,2.76,4.98,2.67,2.46,4.47,9.621,0
Central,2003,8,5.46,6.07,2.86,2.91,5.22,2.64,2.57,11.28,4.267,0
Central,2003,9,5.55,7.69,2.89,3.0,4.97,2.7,2.86,1.05,5.208,0
Central,2003,10,5.37,6.83,2.65,2.84,5.33,2.46,2.89,-8.3,9.793,0
Central,2003,11,4.94,5.91,2.71,2.74,5.18,2.54,2.65,2.26,5.779,0
Central,2003,12,5.82,7.03,2.81,3.52,5.33,3.1,2.71,3.69,6.549,0
Central,2004,1,6.96,7.17,3.65,4.02,5.42,3.34,2.81,29.89,15.556,1
Central,2004,2,6.59,7.3,2.75,3.76,5.02,3.38,3.65,-24.66,27.282,0
Central,2004,3,6.9,6.26,3.07,3.78,5.55,2.82,2.75,11.64,27.768,0
Central,2004,4,6.3,6.74,2.59,3.04,5.54,2.66,3.07,-15.64,18.9,0
Central,2004,5,5.53,6.08,2.37,2.86,5.5,2.61,2.59,-8.49,14.145,0
Central,2004,6,5.94,6.37,2.75,2.95,5.68,2.68,2.37,16.03,16.61,0
Central,2004,7,5.77,7.03,3.2,2.83,6.44,2.58,2.75,16.36,14.253,0
Central,2004,8,6.24,7.2,3.6,3.3,5.23,3.13,3.2,12.5,2.14,0
Central,2004,9,6.7,7.66,3.47,3.23,5.81,3.17,3.6,-3.61,10.593,0
Central,2004,10,6.58,7.0,3.02,3.35,6.16,2.83,3.47,-12.97,12.883,0
Central,2004,11,6.65,7.15,3.06,3.09,5.61,2.68,3.02,1.32,7.259,0
Central,2004,12,6.86,8.07,3.23,3.87,6.16,3.29,3.06,5.56,9.709,0
Central,2005,1,7.77,9.39,3.92,4.59,6.21,3.96,3.23,21.36,10.561,1
Central,2005,2,7.83,8.2,3.67,4.68,5.7,3.84,3.92,-6.38,13.915,0
Central,2005,3,8.2,7.81,3.25,4.08,6.07,3.31,3.67,-11.44,17.659,0
Central,2005,4,7.35,6.61,2.73,3.13,6.89,2.93,3.25,-16.0,4.812,0
Central,2005,5,6.73,7.28,2.78,3.42,5.88,2.92,2.73,1.83,9.263,0
Central,2005,6,6.94,7.28,3.36,3.1,6.32,2.99,2.78,20.86,18.433,1
Central,2005,7,7.25,7.25,3.5,3.34,6.47,2.94,3.36,4.17,10.378,0
Central,2005,8,7.99,7.8,3.72,3.43,6.59,3.21,3.5,6.29,9.086,0
Central,2005,9,8.0,9.11,3.65,3.83,6.52,3.08,3.72,-1.88,4.24,0
Central,2005,10,7.25,8.24,3.6,3.55,6.76,3.09,3.65,-1.37,4.577,0
Central,2005,11,7.09,7.52,3.12,3.58,6.78,2.74,3.6,-13.33,6.763,0
Central,2005,12,7.98,8.35,3.66,4.37,7.11,3.62,3.12,17.31,15.442,0
Central,2006,1,8.87,9.71,4.19,5.12,7.22,3.65,3.66,14.48,16.932,0
Central,2006,2,8.67,8.48,3.92,4.53,7.15,3.99,4.19,-6.44,12.973,0
Central,2006,3,8.72,7.9,4.02,4.29,7.15,3.62,3.92,2.55,10.494,0
Central,2006,4,7.64,7.66,3.36,3.6,6.57,3.24,4.02,-16.42,9.489,0
Central,2006,5,7.28,8.46,3.11,3.38,7.24,2.91,3.36,-7.44,9.489,0
Central,2006,6,7.53,7.48,3.41,3.44,7.67,3.31,3.11,9.65,13.244,0
Central,2006,7,8.18,8.58,3.43,4.22,6.74,3.45,3.41,0.59,8.55,0
Central,2006,8,9.11,9.17,4.04,3.93,6.91,3.83,3.43,17.78,8.599,0
Central,2006,9,8.97,9.4,3.92,4.02,8.03,3.44,4.04,-2.97,11.096,0
Central,2006,10,8.77,8.93,3.71,4.03,6.97,3.46,3.92,-5.36,12.726,0
