region,district,year,month,rainfall_mm,rainfall_avg_mm,rainfall_anomaly_pct,rainfall_1m_mm,rainfall_1m_avg_mm,rainfall_1m_anomaly_pct,rainfall_3m_mm,rainfall_3m_avg_mm,rainfall_3m_anomaly_pct,flood_flag,drought_flag,price_cowpeas,price_groundnuts,price_maize,price_millet,price_rice,price_sorghum,price_lag1,price_change_pct,price_volatility_3m,price_shock_flag,conflict_events,fatalities_total,flood_displace_events,conflict_events_lag1,flood_displace_lag1,high_conflict_flag,season_phase,is_lean_season,district_vulnerability,ipc_phase,flood_price_interaction
Ashanti,Bekwai Municipal,2018,1,23.87,25.0,2.6,71.61,75.0,2.333,214.83,225.0,2.067,0,0,21.42,23.38,10.25,10.14,16.72,7.23,9.47,8.24,19.787,0.0,2.0,3.0,0.0,2.0,0.0,0.0,lean,1,1,2,0.0
Ashanti,Bekwai Municipal,2018,2,5.777,4.667,15.967,17.333,14.0,14.333,52.0,42.0,12.733,0,0,23.21,19.53,8.93,9.11,16.98,7.63,10.25,-12.88,18.33,0.0,1.0,2.0,0.0,2.0,0.0,0.0,lean,1,1,2,-0.0
Ashanti,Bekwai Municipal,2018,3,2.947,2.667,-0.0,8.847,8.0,0.0,26.54,24.0,0.0,0,0,21.79,19.08,8.21,8.73,16.75,6.92,8.93,-8.06,11.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,-0.0
Ashanti,Bekwai Municipal,2018,4,8.487,8.333,10.4,25.467,25.0,9.367,76.39,75.0,8.333,0,0,20.17,17.66,7.59,7.5,17.25,5.67,8.21,-7.55,2.941,0.0,2.0,0.0,0.0,1.0,0.0,0.0,planting_s1,0,1,1,-0.0
Ashanti,Bekwai Municipal,2018,5,5.263,4.0,27.7,15.783,12.0,24.9,47.353,36.0,22.133,0,0,20.02,17.73,7.45,7.38,16.74,5.82,7.59,-1.84,3.453,0.0,2.0,1.0,0.0,2.0,0.0,0.0,growing_s1,0,1,1,-0.0
Ashanti,Bekwai Municipal,2018,6,1.98,2.333,-9.967,5.937,7.0,-9.0,17.817,21.0,-7.967,0,0,16.0,17.84,7.39,7.67,17.64,5.43,7.45,-0.81,3.631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,-0.0
Ashanti,Bekwai Municipal,2018,7,1.628,3.0,-45.675,4.882,9.0,-41.075,14.647,27.0,-36.55,0,1,20.21,18.42,8.1,7.66,16.72,6.57,7.39,9.61,6.334,0.0,1.0,0.0,0.0,2.0,0.0,0.0,harvest_s1,0,1,3,0.0
Ashanti,Bekwai Municipal,2018,8,2.21,2.667,-17.567,6.627,8.0,-15.833,19.88,24.0,-14.067,0,0,21.07,21.72,9.61,7.84,18.3,6.92,8.1,18.64,9.733,0.0,1.0,0.0,1.0,1.0,0.0,0.0,inter_season,0,1,2,0.0
Ashanti,Bekwai Municipal,2018,9,10.49,7.333,29.667,31.473,22.0,26.7,94.423,66.0,23.733,0,0,21.13,20.52,8.29,7.27,17.62,6.33,9.61,-13.74,16.709,0.0,1.0,0.0,0.0,1.0,1.0,0.0,growing_s2,0,1,1,-0.0
Ashanti,Bekwai Municipal,2018,10,4.273,4.333,-1.267,12.813,13.0,-1.167,38.45,39.0,-1.067,0,0,19.95,18.62,8.51,8.03,17.13,5.75,8.29,2.65,16.19,0.0,2.0,1.0,0.0,1.0,0.0,0.0,growing_s2,0,1,1,0.0
Ashanti,Bekwai Municipal,2018,11,25.027,27.0,-5.167,75.07,81.0,-4.633,225.207,243.0,-4.133,0,0,18.97,19.36,8.44,7.64,18.05,6.25,8.51,-0.82,8.637,0.0,2.0,0.0,1.0,2.0,0.0,0.0,harvest_s2,0,1,1,-0.0
Ashanti,Bekwai Municipal,2018,12,20.91,20.0,5.867,62.73,60.0,5.3,188.19,180.0,4.667,0,0,21.27,21.36,9.52,9.14,17.82,6.99,8.44,12.8,7.078,0.0,1.0,1.0,0.0,2.0,1.0,0.0,lean,1,1,2,0.0
Ashanti,Bekwai Municipal,2019,1,12.78,19.333,-36.633,38.34,58.0,-32.967,115.02,174.0,-29.267,0,0,24.15,23.83,9.91,10.54,18.18,6.98,9.52,4.1,6.897,0.0,4.0,0.0,2.0,1.0,0.0,1.0,lean,1,1,3,0.0
Ashanti,Bekwai Municipal,2019,2,1.873,2.333,-24.9,5.623,7.0,-22.4,16.87,21.0,-19.9,0,0,24.15,19.25,8.91,10.64,17.6,8.1,9.91,-10.09,11.554,0.0,2.0,1.0,0.0,4.0,2.0,0.0,lean,1,1,2,-0.0
Ashanti,Bekwai Municipal,2019,3,7.453,6.333,35.167,22.357,19.0,31.633,67.067,57.0,28.133,0,0,22.2,20.61,9.07,8.98,17.38,7.2,8.91,1.8,7.616,0.0,1.0,1.0,0.0,2.0,0.0,0.0,planting_s1,0,1,1,0.0
Ashanti,Bekwai Municipal,2019,4,6.573,5.333,27.6,19.723,16.0,24.867,59.17,48.0,22.067,0,0,20.0,20.47,7.67,7.18,17.78,6.55,9.07,-15.44,8.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,-0.0
Ashanti,Bekwai Municipal,2019,5,3.167,4.0,-15.0,9.503,12.0,-13.5,28.513,36.0,-12.0,0,0,19.22,17.99,7.0,7.56,17.29,5.64,7.67,-8.74,8.691,0.0,3.0,2.0,1.0,1.0,0.0,1.0,growing_s1,0,1,1,-0.0
Ashanti,Bekwai Municipal,2019,6,2.52,2.333,7.033,7.563,7.0,6.333,22.687,21.0,5.633,0,0,18.88,18.95,8.23,7.02,18.67,5.71,7.0,17.57,17.449,0.0,1.0,0.0,0.0,3.0,1.0,0.0,growing_s1,0,1,2,0.0
Ashanti,Bekwai Municipal,2019,7,2.073,3.0,-38.633,6.223,9.0,-34.8,18.673,27.0,-30.9,0,0,22.24,18.59,9.04,8.03,19.18,6.41,8.23,9.84,13.523,0.0,1.0,0.0,0.0,1.0,0.0,0.0,harvest_s1,0,1,2,0.0
Ashanti,Bekwai Municipal,2019,8,2.767,2.667,0.033,8.307,8.0,0.033,24.91,24.0,0.0,0,0,20.21,22.86,9.09,8.93,18.45,7.09,9.04,0.55,8.522,0.0,2.0,4.0,1.0,1.0,0.0,0.0,inter_season,0,1,1,0.0
Ashanti,Bekwai Municipal,2019,9,7.277,7.333,-4.167,21.827,22.0,-3.733,65.483,66.0,-3.333,0,0,22.48,20.4,10.34,7.31,19.28,6.28,9.09,13.75,6.78,0.0,1.0,0.0,1.0,2.0,1.0,0.0,growing_s2,0,1,2,0.0
Ashanti,Bekwai Municipal,2019,10,4.98,4.333,-2.367,14.94,13.0,-2.133,44.82,39.0,-1.867,0,0,21.43,20.65,8.54,7.24,19.09,5.89,10.34,-17.41,15.64,0.0,2.0,3.0,0.0,1.0,1.0,0.0,growing_s2,0,1,1,-0.0
Ashanti,Bekwai Municipal,2019,11,28.567,27.0,7.567,85.71,81.0,6.8,257.137,243.0,6.033,0,0,19.13,20.88,8.7,7.94,17.89,6.51,8.54,1.87,15.726,0.0,3.0,0.0,0.0,2.0,0.0,1.0,harvest_s2,0,1,1,0.0
Ashanti,Bekwai Municipal,2019,12,18.083,20.0,-4.267,54.25,60.0,-3.833,162.747,180.0,-3.4,0,0,22.24,20.5,10.69,9.1,18.96,7.22,8.7,22.87,20.146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,2,0.0
Ashanti,Bekwai Municipal,2020,1,20.94,19.333,0.0,62.813,58.0,-0.033,188.44,174.0,-0.033,0,0,25.73,22.27,11.12,11.3,17.1,8.69,10.69,4.02,11.554,0.0,8.0,0.0,2.0,3.0,0.0,1.0,lean,1,1,3,0.0
Ashanti,Bekwai Municipal,2020,2,3.657,2.333,28.2,10.97,7.0,25.367,32.907,21.0,22.533,0,0,23.89,21.32,9.92,10.46,18.51,8.1,11.12,-10.79,16.87,0.0,1.0,0.0,0.0,8.0,2.0,0.0,lean,1,1,2,-0.0
Ashanti,Bekwai Municipal,2020,3,4.907,6.333,-28.8,14.727,19.0,-25.933,44.173,57.0,-23.033,0,0,24.8,22.81,8.3,9.84,17.32,7.0,9.92,-16.33,10.521,0.0,2.0,0.0,0.0,1.0,0.0,0.0,planting_s1,0,1,2,-0.0
Ashanti,Bekwai Municipal,2020,4,4.893,5.333,4.9,14.68,16.0,4.433,44.043,48.0,3.933,0,0,22.32,19.12,8.9,7.9,18.37,6.36,8.3,7.23,12.319,0.0,1.0,0.0,1.0,2.0,0.0,0.0,planting_s1,0,1,2,0.0
Ashanti,Bekwai Municipal,2020,5,3.668,3.5,1.675,11.002,10.5,1.525,33.005,31.5,1.325,0,0,19.39,19.24,7.98,6.77,17.21,6.14,8.9,-10.34,12.245,0.0,3.0,0.0,0.0,1.0,1.0,1.0,growing_s1,0,1,1,-0.0
Ashanti,Bekwai Municipal,2020,6,3.56,3.0,15.033,10.687,9.0,13.533,32.057,27.0,12.033,0,0,19.06,18.83,7.55,7.94,19.63,6.41,7.98,-5.39,9.06,0.0,1.0,0.0,0.0,3.0,0.0,0.0,growing_s1,0,1,1,-0.0
Ashanti,Bekwai Municipal,2020,7,3.083,2.667,15.967,9.25,8.0,14.4,27.75,24.0,12.767,0,0,21.55,21.06,9.76,7.6,18.31,6.42,7.55,29.27,21.582,1.0,1.0,0.0,0.0,1.0,0.0,0.0,harvest_s1,0,1,2,0.0
Ashanti,Bekwai Municipal,2020,8,2.74,3.0,-4.7,8.21,9.0,-4.2,24.637,27.0,-3.767,0,0,21.18,22.79,10.03,9.12,19.59,7.34,9.76,2.77,18.121,0.0,1.0,0.0,0.0,1.0,0.0,0.0,inter_season,0,1,1,0.0
Ashanti,Bekwai Municipal,2020,9,6.8,6.667,10.833,20.4,20.0,9.767,61.197,60.0,8.7,0,0,19.37,22.3,9.45,8.28,18.74,7.26,10.03,-5.78,18.275,0.0,2.0,0.0,0.0,1.0,0.0,0.0,growing_s2,0,1,1,-0.0
Ashanti,Bekwai Municipal,2020,10,8.677,9.667,-14.367,26.03,29.0,-12.967,78.093,87.0,-11.5,0,0,21.08,22.56,8.89,7.77,17.14,6.47,9.45,-5.93,4.98,0.0,4.0,1.0,1.0,2.0,0.0,1.0,growing_s2,0,1,2,-0.0
Ashanti,Bekwai Municipal,2020,11,30.21,27.667,11.033,90.63,83.0,9.933,271.887,249.0,8.8,0,0,22.78,20.32,8.8,8.19,18.49,7.12,8.89,-1.01,2.798,0.0,2.0,0.0,0.0,4.0,1.0,0.0,harvest_s2,0,1,1,-0.0
Ashanti,Bekwai Municipal,2020,12,22.36,24.0,-1.2,67.083,72.0,-1.1,201.247,216.0,-1.0,0,0,22.4,20.03,10.55,8.86,18.51,7.76,8.8,19.89,13.709,0.0,4.0,2.0,1.0,2.0,0.0,1.0,lean,1,1,3,0.0
Ashanti,Bekwai Municipal,2021,1,9.573,10.0,15.3,28.72,30.0,13.733,86.157,90.0,12.233,0,0,25.78,24.98,10.83,11.39,19.07,8.85,10.55,2.65,11.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,0.0
Ashanti,Bekwai Municipal,2021,2,1.99,1.667,12.767,5.97,5.0,11.533,17.91,15.0,10.233,0,0,26.28,24.59,10.27,10.89,20.59,8.67,10.83,-5.17,12.822,0.0,2.0,1.0,0.0,4.0,1.0,0.0,lean,1,1,2,-0.0
Ashanti,Bekwai Municipal,2021,3,8.143,8.333,-2.3,24.433,25.0,-2.033,73.3,75.0,-1.8,0,0,24.27,19.96,10.89,9.92,20.82,7.68,10.27,6.04,5.749,0.0,1.0,1.0,0.0,2.0,0.0,0.0,planting_s1,0,1,2,0.0
Ashanti,Bekwai Municipal,2021,4,3.443,4.0,-18.567,10.327,12.0,-16.667,30.977,36.0,-14.867,0,0,21.72,20.36,8.61,8.28,19.06,6.46,10.89,-20.94,13.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,-0.0
Ashanti,Bekwai Municipal,2021,5,2.813,3.333,-15.367,8.44,10.0,-13.833,25.32,30.0,-12.267,0,0,22.29,21.58,8.35,7.87,18.13,6.66,8.61,-3.02,13.73,0.0,1.0,1.0,0.0,1.0,0.0,0.0,growing_s1,0,1,1,-0.0
Ashanti,Bekwai Municipal,2021,6,3.483,3.0,3.8,10.45,9.0,3.367,31.347,27.0,3.0,0,0,21.12,20.66,8.06,8.71,18.7,7.15,8.35,-3.47,10.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,-0.0
Ashanti,Bekwai Municipal,2021,7,1.847,2.667,-21.533,5.533,8.0,-19.4,16.593,24.0,-17.2,0,0,22.22,19.98,8.8,8.96,19.95,6.91,8.06,9.18,7.177,0.0,1.0,0.0,0.0,1.0,0.0,0.0,harvest_s1,0,1,2,0.0
Ashanti,Bekwai Municipal,2021,8,3.347,3.0,10.8,10.043,9.0,9.7,30.137,27.0,8.6,0,0,24.52,22.78,11.18,8.74,19.45,7.43,8.8,27.05,15.334,1.0,1.0,0.0,0.0,1.0,0.0,0.0,inter_season,0,1,2,0.0
Ashanti,Bekwai Municipal,2021,9,7.543,6.667,-10.0,22.633,20.0,-9.0,67.897,60.0,-8.033,0,0,22.45,25.72,10.56,9.2,18.07,6.81,11.18,-5.55,16.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,-0.0
Ashanti,Bekwai Municipal,2021,10,12.03,9.667,26.1,36.097,29.0,23.5,108.287,87.0,20.867,0,0,21.14,22.3,10.35,8.5,19.19,6.71,10.56,-1.99,17.883,0.0,2.0,4.0,0.0,1.0,0.0,0.0,growing_s2,0,1,1,-0.0
Ashanti,Bekwai Municipal,2021,11,33.607,27.667,24.767,100.81,83.0,22.3,302.427,249.0,19.8,0,0,19.71,22.06,9.05,8.42,21.05,6.63,10.35,-12.56,5.378,0.0,1.0,0.0,1.0,2.0,0.0,0.0,harvest_s2,0,1,1,-0.0
Ashanti,Bekwai Municipal,2021,12,26.603,24.0,10.0,79.81,72.0,9.0,239.427,216.0,7.967,0,0,24.6,21.81,11.21,10.34,20.11,7.54,9.05,23.87,18.742,1.0,1.0,0.0,0.0,1.0,1.0,0.0,lean,1,1,3,0.0
Ashanti,Bekwai Municipal,2022,1,7.795,8.0,-13.925,23.382,24.0,-12.5,70.148,72.0,-11.15,0,0,32.73,31.6,12.59,14.07,24.92,11.27,11.21,12.31,18.616,0.0,3.0,0.0,0.0,1.0,0.0,1.0,lean,1,1,2,0.0
Ashanti,Bekwai Municipal,2022,2,1.615,1.5,-2.85,4.85,4.5,-2.6,14.54,13.5,-2.3,0,0,34.48,29.53,13.64,14.86,24.46,11.05,12.59,8.34,8.068,0.0,2.0,2.0,0.0,3.0,0.0,0.0,lean,1,1,2,0.0
Ashanti,Bekwai Municipal,2022,3,10.377,8.333,30.567,31.123,25.0,27.5,93.36,75.0,24.433,0,0,31.8,27.78,12.73,13.31,24.46,9.68,13.64,-6.67,10.011,0.0,1.0,0.0,0.0,2.0,0.0,0.0,planting_s1,0,1,1,-0.0
Ashanti,Bekwai Municipal,2022,4,2.88,4.0,-25.033,8.637,12.0,-22.5,25.907,36.0,-20.0,0,0,26.82,25.67,10.56,11.14,25.8,8.21,12.73,-17.05,12.765,0.0,3.0,3.0,0.0,1.0,0.0,1.0,planting_s1,0,1,2,-0.0
Ashanti,Bekwai Municipal,2022,5,3.04,3.0,2.8,9.115,9.0,2.525,27.342,27.0,2.25,0,0,26.89,26.91,10.91,10.59,25.38,8.14,10.56,3.31,10.181,0.0,2.0,3.0,0.0,3.0,0.0,0.0,growing_s1,0,1,1,0.0
Ashanti,Bekwai Municipal,2022,6,2.98,3.333,-11.133,8.95,10.0,-10.033,26.843,30.0,-8.9,0,0,28.7,27.9,10.9,10.44,26.26,9.17,10.91,-0.09,10.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,-0.0
Ashanti,Bekwai Municipal,2022,7,2.5,2.667,-5.967,7.5,8.0,-5.367,22.5,24.0,-4.733,0,0,28.71,28.99,12.22,10.79,26.06,8.83,10.9,12.11,6.296,0.0,1.0,2.0,0.0,2.0,0.0,0.0,harvest_s1,0,1,2,0.0
Ashanti,Bekwai Municipal,2022,8,3.76,4.0,-3.3,11.283,12.0,-2.967,33.843,36.0,-2.633,0,0,32.55,29.1,13.36,12.04,25.48,10.01,12.22,9.33,6.394,0.0,3.0,0.0,0.0,1.0,0.0,1.0,inter_season,0,1,2,0.0
Ashanti,Bekwai Municipal,2022,9,6.46,5.667,-16.0,19.383,17.0,-14.4,58.15,51.0,-12.8,0,0,30.13,30.14,13.99,10.73,26.03,8.82,13.36,4.72,3.733,0.0,4.0,1.0,1.0,3.0,0.0,1.0,growing_s2,0,1,2,0.0
Ashanti,Bekwai Municipal,2022,10,15.203,18.0,7.0,45.607,54.0,6.3,136.82,162.0,5.6,0,0,30.45,32.64,12.1,10.7,24.86,9.06,13.99,-13.51,12.078,0.0,2.0,0.0,1.0,4.0,1.0,0.0,growing_s2,0,1,1,-0.0
Ashanti,Bekwai Municipal,2022,11,21.457,23.333,-14.667,64.37,70.0,-13.267,193.11,210.0,-11.767,0,0,25.45,28.52,11.46,10.7,25.64,9.05,12.1,-5.29,9.13,0.0,3.0,1.0,0.0,2.0,1.0,1.0,harvest_s2,0,1,1,-0.0
Ashanti,Bekwai Municipal,2022,12,22.147,25.0,-12.667,66.44,75.0,-11.4,199.327,225.0,-10.1,0,0,30.79,29.52,13.12,13.3,27.52,8.86,11.46,14.49,14.392,0.0,3.0,1.0,0.0,3.0,0.0,1.0,lean,1,1,2,0.0
Ashanti,Bekwai Municipal,2023,1,4.24,4.667,13.4,12.723,14.0,12.067,38.173,42.0,10.7,0,0,26.97,24.45,11.78,12.96,20.71,9.77,13.12,-10.21,13.074,0.0,4.0,0.0,1.0,3.0,0.0,1.0,lean,1,1,2,-0.0
Ashanti,Bekwai Municipal,2023,2,3.577,2.667,15.1,10.733,8.0,13.567,32.197,24.0,12.067,0,0,25.66,22.95,11.14,11.69,20.54,9.58,11.78,-5.43,13.101,0.0,4.0,3.0,0.0,4.0,1.0,1.0,lean,1,1,2,-0.0
Ashanti,Bekwai Municipal,2023,3,8.87,8.333,-11.633,26.613,25.0,-10.467,79.837,75.0,-9.3,0,0,27.89,22.21,10.38,10.9,21.05,7.72,11.14,-6.82,2.459,0.0,5.0,2.0,0.0,4.0,0.0,1.0,planting_s1,0,1,2,-0.0
Ashanti,Bekwai Municipal,2023,4,3.293,4.0,-19.2,9.88,12.0,-17.3,29.643,36.0,-15.367,0,0,23.22,22.28,8.74,8.24,19.68,7.2,10.38,-15.8,5.629,0.0,2.0,0.0,0.0,5.0,0.0,0.0,planting_s1,0,1,1,-0.0
Ashanti,Bekwai Municipal,2023,5,3.053,2.333,35.467,9.16,7.0,31.933,27.477,21.0,28.333,0,0,21.95,21.48,8.77,8.87,21.2,6.65,8.74,0.34,8.087,0.0,2.0,0.0,1.0,2.0,0.0,0.0,growing_s1,0,1,1,0.0
Ashanti,Bekwai Municipal,2023,6,3.963,3.333,15.9,11.88,10.0,14.333,35.64,30.0,12.733,0,0,24.36,22.44,9.42,8.73,22.82,7.41,8.77,7.41,11.897,0.0,3.0,0.0,0.0,2.0,1.0,1.0,growing_s1,0,1,2,0.0
Ashanti,Bekwai Municipal,2023,7,3.093,2.667,14.2,9.287,8.0,12.767,27.863,24.0,11.333,0,0,24.42,21.56,9.71,9.37,20.25,8.46,9.42,3.08,3.565,0.0,2.0,0.0,1.0,3.0,0.0,0.0,harvest_s1,0,1,1,0.0
Ashanti,Bekwai Municipal,2023,8,3.623,4.0,9.5,10.87,12.0,8.533,32.61,36.0,7.6,0,0,26.58,26.25,11.28,9.46,21.46,7.08,9.71,16.17,6.669,0.0,3.0,2.0,0.0,2.0,1.0,1.0,inter_season,0,1,2,0.0
Ashanti,Bekwai Municipal,2023,9,6.193,5.667,22.767,18.58,17.0,20.5,55.743,51.0,18.233,0,0,23.48,24.88,10.72,9.79,21.22,7.39,11.28,-4.96,10.665,0.0,4.0,0.0,0.0,3.0,0.0,1.0,growing_s2,0,1,2,-0.0
Ashanti,Bekwai Municipal,2023,10,17.717,18.0,-5.867,53.15,54.0,-5.3,159.44,162.0,-4.667,0,0,23.49,24.97,10.32,8.9,21.26,7.65,10.72,-3.73,11.86,0.0,4.0,1.0,0.0,4.0,0.0,1.0,growing_s2,0,1,2,-0.0
Ashanti,Bekwai Municipal,2023,11,22.093,23.333,-11.1,66.287,70.0,-10.0,198.86,210.0,-8.9,0,0,25.68,22.89,9.54,8.49,21.3,7.67,10.32,-7.56,1.955,0.0,3.0,2.0,1.0,4.0,0.0,1.0,harvest_s2,0,1,1,-0.0
Ashanti,Bekwai Municipal,2023,12,18.037,25.0,-28.433,54.103,75.0,-25.567,162.307,225.0,-22.767,0,0,27.02,24.43,11.3,10.5,22.21,7.86,9.54,18.45,14.042,0.0,3.0,0.0,0.0,3.0,1.0,1.0,lean,1,1,3,0.0
Ashanti,Bekwai Municipal,2024,1,4.142,3.75,7.025,12.43,11.25,6.3,37.29,33.75,5.6,0,0,27.07,26.3,12.47,13.39,20.33,9.36,11.3,10.35,13.31,0.0,1.0,0.0,0.0,3.0,0.0,0.0,lean,1,1,2,0.0
Ashanti,Bekwai Municipal,2024,2,3.075,3.5,-28.5,9.215,10.5,-25.6,27.65,31.5,-22.75,0,0,29.01,25.35,12.51,11.81,22.32,9.02,12.47,0.32,9.082,0.0,1.0,0.0,0.0,1.0,0.0,0.0,lean,1,1,2,0.0
Ashanti,Bekwai Municipal,2024,3,6.442,7.0,0.875,19.33,21.0,0.775,57.985,63.0,0.7,0,0,26.11,22.63,10.46,10.9,21.72,7.84,12.51,-16.39,13.508,0.0,1.0,1.0,0.0,1.0,0.0,0.0,planting_s1,0,1,1,-0.0
Ashanti,Bekwai Municipal,2024,4,4.75,4.0,19.5,14.247,12.0,17.533,42.733,36.0,15.567,0,0,26.68,22.97,10.05,9.35,19.8,7.27,10.46,-3.92,8.686,0.0,2.0,0.0,0.0,1.0,0.0,0.0,planting_s1,0,1,1,-0.0
Ashanti,Bekwai Municipal,2024,5,2.43,2.333,1.867,7.297,7.0,1.633,21.88,21.0,1.467,0,0,21.01,22.55,9.56,9.42,22.19,6.66,10.05,-4.88,6.939,0.0,1.0,0.0,0.0,2.0,0.0,0.0,growing_s1,0,1,1,-0.0
Ashanti,Bekwai Municipal,2024,6,2.31,3.0,-20.167,6.93,9.0,-18.167,20.787,27.0,-16.167,0,0,24.1,23.99,8.85,9.21,21.97,7.42,9.56,-7.43,1.814,0.0,1.0,0.0,0.0,1.0,0.0,0.0,growing_s1,0,1,2,-0.0
Ashanti,Bekwai Municipal,2024,7,2.11,2.667,-24.633,6.323,8.0,-22.167,18.963,24.0,-19.667,0,0,25.5,24.96,10.41,8.96,20.96,7.42,8.85,17.63,13.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s1,0,1,2,0.0
Ashanti,Bekwai Municipal,2024,8,8.13,7.333,21.167,24.393,22.0,19.033,73.183,66.0,16.933,0,0,25.1,25.02,12.48,9.56,22.16,8.18,10.41,19.88,15.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inter_season,0,1,2,0.0
Ashanti,Bekwai Municipal,2024,9,4.697,4.333,-15.667,14.093,13.0,-14.1,42.277,39.0,-12.533,0,0,26.3,27.27,11.26,9.58,20.6,7.55,12.48,-9.78,16.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,-0.0
Ashanti,Bekwai Municipal,2024,10,27.423,27.0,0.833,82.27,81.0,0.767,246.82,243.0,0.633,0,0,25.89,25.0,10.59,8.8,21.36,7.53,11.26,-5.95,16.133,0.0,2.0,0.0,1.0,1.0,0.0,0.0,growing_s2,0,1,1,-0.0
Ashanti,Bekwai Municipal,2024,11,23.677,20.0,18.767,71.03,60.0,16.867,213.093,180.0,15.033,0,0,22.0,25.97,10.53,8.14,22.23,7.06,10.59,-0.57,4.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s2,0,1,1,-0.0
Ashanti,Bekwai Municipal,2024,12,14.78,19.333,-36.867,44.343,58.0,-33.133,133.037,174.0,-29.467,0,0,25.19,25.26,12.42,10.76,20.38,9.13,10.53,17.95,12.538,0.0,2.0,0.0,1.0,2.0,1.0,0.0,lean,1,1,3,0.0
Eastern,Birim Central Municipal,2003,1,9.087,7.75,-3.35,27.26,23.25,-3.0,81.78,69.75,-2.675,0,0,5.37,6.32,3.13,3.77,4.78,3.18,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,2,0.0
Eastern,Birim Central Municipal,2003,2,34.27,31.5,10.55,102.81,94.5,9.5,308.42,283.5,8.4,0,0,5.66,6.2,3.03,3.36,4.46,2.95,3.13,-3.19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lean,1,1,1,-0.0
Eastern,Birim Central Municipal,2003,3,18.45,20.0,-7.067,55.35,60.0,-6.333,166.047,180.0,-5.633,0,0,5.49,5.93,2.7,2.92,4.51,2.64,3.03,-10.89,5.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,-0.0
Eastern,Birim Central Municipal,2003,4,14.02,19.333,-15.133,42.06,58.0,-13.6,126.183,174.0,-12.1,0,0,4.97,5.98,2.15,2.86,4.7,2.08,2.7,-20.37,8.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,planting_s1,0,1,1,-0.0
Eastern,Birim Central Municipal,2003,5,2.238,2.25,4.55,6.71,6.75,4.1,20.125,20.25,3.65,0,0,4.75,5.84,2.29,2.69,5.16,2.23,2.15,6.51,13.633,0.0,3.0,1.0,0.0,1.0,0.0,1.0,growing_s1,0,1,2,0.0
Eastern,Birim Central Municipal,2003,6,8.197,8.333,8.367,24.587,25.0,7.533,73.76,75.0,6.733,0,0,4.54,5.35,2.34,2.8,5.09,2.71,2.29,2.18,14.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growing_s1,0,1,1,0.0
Eastern,Birim Central Municipal,2003,7,4.143,4.0,4.667,12.433,12.0,4.2,37.303,36.0,3.7,0,0,4.94,5.92,2.69,2.8,5.16,2.66,2.34,14.96,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,harvest_s1,0,1,1,0.0
Eastern,Birim Central Municipal,2003,8,4.167,3.333,24.4,12.493,10.0,22.0,37.477,30.0,19.533,0,0,5.41,6.3,2.93,3.04,5.46,2.48,2.69,8.92,6.393,0.0,1.0,0.0,1.0,3.0,0.0,0.0,inter_season,0,1,2,0.0
Eastern,Birim Central Municipal,2003,9,2.973,3.0,5.667,8.923,9.0,5.067,26.763,27.0,4.533,0,0,5.38,6.68,2.99,2.84,5.29,2.53,2.93,2.05,6.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growing_s2,0,1,1,0.0
Eastern,Birim Central Municipal,2003,10,3.813,2.667,39.533,11.443,8.0,35.633,34.323,24.0,31.667,0,0,5.31,7.0,2.73,2.76,4.79,2.32,2.99,-8.7,8.881,0.0,1.0,0.0,0.0,1.0,1.0,0.0,growing_s2,0,1,1,-0.0
Eastern,Birim Central Municipal,2003,11,2.823,3.0,-3.567,8.477,9.0,-3.167,25.43,27.0,-2.833,0,0,5.23,5.71,2.86,2.56,5.31,2.44,2.73,4.76,7.119,0.0,2.0,0.0,0.0,1.0,0.0,0.0,harvest_s2,0,1,1,0.0
Eastern,Birim Central Municipal,2003,12,7.057,6.667,-0.9,21.173,20.0,-0.833,63.517,60.0,-0.733,0,0,5.94,7.31,3.13,3.47,5.67,2.96,2.86,9.44,9.417,0.0,1.0,0.0,1.0,2.0,0.0,0.0,lean,1,1,2,0.0
