date,admin1,admin2,market,category,commodity,unit,pricetype,currency,price,usdprice
2014-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.04,1.07
2015-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.96,1.05
2015-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.47,1.13
2015-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.04,0.91
2015-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,5.53,0.83
2015-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.01,0.9
2015-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,5.68,0.84
2015-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,5.87,0.87
2015-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.77,1.0
2015-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,5.92,0.87
2015-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.41,0.94
2015-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.18,0.9
2015-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.73,0.98
2016-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.53,1.09
2016-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.23,0.9
2016-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.17,0.89
2016-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,5.1,0.73
2016-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,5.2,0.74
2016-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,5.47,0.78
2016-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.18,0.88
2016-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,5.98,0.85
2016-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,5.82,0.82
2016-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,5.56,0.78
2016-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,5.3,0.74
2016-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.19,0.86
2017-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.6,1.06
2017-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.19,1.0
2017-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.52,0.9
2017-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,5.61,0.77
2017-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,5.51,0.75
2017-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.06,0.83
2017-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,5.94,0.81
2017-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,5.93,0.8
2017-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.35,0.86
2017-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,5.72,0.77
2017-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,5.83,0.78
2017-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.59,0.88
2018-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.42,0.99
2018-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.79,0.9
2018-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.65,0.88
2018-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,4.91,0.65
2018-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.17,0.81
2018-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.39,0.84
2018-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.01,0.79
2018-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.18,0.94
2018-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.99,0.91
2018-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.08,0.79
2018-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.17,0.8
2018-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.12,0.92
2019-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,8.73,1.12
2019-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.26,0.93
2019-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.73,0.86
2019-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.42,0.82
2019-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.27,0.79
2019-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.31,0.8
2019-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.0,0.88
2019-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.99,0.88
2019-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.62,0.83
2019-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.62,0.82
2019-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.26,0.78
2019-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.37,0.91
2020-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,8.09,1.0
2020-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,9.29,1.14
2020-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.9,0.85
2020-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.61,0.81
2020-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.85,0.84
2020-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.12,0.74
2020-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.0,0.85
2020-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.18,0.87
2020-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.45,0.9
2020-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.34,0.76
2020-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.27,0.75
2020-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.6,0.91
2021-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,8.52,1.01
2021-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,8.2,0.97
2021-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,8.07,0.96
2021-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.65,0.78
2021-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.23,0.73
2021-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.66,0.78
2021-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.18,0.84
2021-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.56,0.88
2021-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.88,0.8
2021-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.32,0.73
2021-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.73,0.78
2021-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.86,0.91
2022-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,10.94,1.26
2022-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,11.57,1.33
2022-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,9.75,1.11
2022-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,8.61,0.98
2022-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,8.24,0.94
2022-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,9.56,1.08
2022-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,8.58,0.97
2022-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,9.38,1.06
2022-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,8.95,1.01
2022-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,9.03,1.01
2022-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,9.01,1.01
2022-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,9.53,1.06
2023-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,9.04,1.0
2023-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,9.2,1.02
2023-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.58,0.84
2023-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.94,0.76
2023-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.0,0.77
2023-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.92,0.76
2023-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.64,0.83
2023-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,8.2,0.89
2023-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.59,0.83
2023-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.88,0.85
2023-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.48,0.81
2023-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,8.42,0.91
2024-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,9.52,1.02
2024-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,10.11,1.08
2024-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.84,0.84
2024-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.21,0.77
2024-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.02,0.75
2024-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.66,0.81
2024-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,8.66,0.92
2024-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,8.31,0.88
2024-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.7,0.81
2024-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,7.67,0.81
2024-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,6.96,0.73
2024-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Sorghum,KG,Retail,GHS,8.63,0.9
2003-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,4.88,1.63
2003-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,4.72,1.56
2003-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,4.92,1.61
2003-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,4.94,1.61
2003-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,4.6,1.48
2003-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,5.3,1.7
2003-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,4.47,1.42
2003-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,5.06,1.59
2003-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,4.52,1.41
2003-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,4.67,1.45
2003-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,5.42,1.67
2003-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,5.06,1.55
2004-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,5.64,1.71
2004-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,4.79,1.44
2004-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,5.42,1.62
2004-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,5.18,1.53
2004-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,5.49,1.61
2004-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,6.08,1.78
2004-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,6.23,1.81
2004-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,5.93,1.71
2004-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,5.38,1.54
2004-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,5.56,1.58
2004-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,6.03,1.7
2004-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,5.81,1.63
2005-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,6.32,1.76
2005-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,6.71,1.85
2005-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,5.95,1.63
2005-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,6.04,1.64
2005-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,6.01,1.62
2005-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,6.38,1.71
2005-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,6.54,1.74
2005-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,6.6,1.75
2005-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,6.96,1.83
2005-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,6.86,1.79
2005-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,6.78,1.76
2005-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,6.88,1.78
2006-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,6.96,1.78
2006-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,6.98,1.78
2006-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,6.83,1.73
2006-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,6.7,1.69
2006-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,7.25,1.81
2006-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,7.09,1.76
2006-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,7.53,1.86
2006-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,7.43,1.82
2006-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,7.48,1.82
2006-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,7.91,1.92
2006-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,7.07,1.7
2006-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,8.35,2.0
2007-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,6.89,1.64
2007-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,8.37,1.98
2007-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,7.95,1.87
2007-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,7.73,1.81
2007-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,7.42,1.73
2007-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,7.84,1.81
2007-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,8.08,1.86
2007-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,8.29,1.89
2007-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,8.88,2.02
2007-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,8.38,1.89
2007-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,8.55,1.92
2007-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,8.63,1.93
2008-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,10.51,2.34
2008-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,10.67,2.36
2008-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,10.8,2.37
2008-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,11.28,2.47
2008-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,10.52,2.29
2008-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,10.83,2.34
2008-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,11.39,2.45
2008-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,10.67,2.28
2008-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,11.43,2.43
2008-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,11.13,2.36
2008-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,11.82,2.49
2008-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,12.41,2.6
2009-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,9.11,1.9
2009-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,9.78,2.03
2009-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,9.59,1.98
2009-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,9.38,1.92
2009-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,9.63,1.97
2009-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,10.33,2.1
2009-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,9.68,1.96
2009-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,10.48,2.11
2009-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,9.84,1.97
2009-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,9.26,1.84
2009-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,9.96,1.97
2009-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,9.35,1.84
2010-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,10.01,1.96
2010-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,10.06,1.96
2010-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,11.24,2.18
2010-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,11.21,2.17
2010-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,10.48,2.02
2010-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,11.14,2.13
2010-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,10.36,1.97
2010-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,9.88,1.87
2010-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,10.99,2.07
2010-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,10.97,2.06
2010-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,10.34,1.93
2010-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,10.43,1.94
2011-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,11.5,2.13
2011-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,10.12,1.87
2011-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,11.43,2.1
2011-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,11.01,2.01
2011-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,11.56,2.1
2011-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,11.88,2.15
2011-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,10.89,1.96
2011-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,10.8,1.94
2011-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,12.36,2.21
2011-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,11.55,2.05
2011-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,11.85,2.1
2011-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,12.26,2.16
2012-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,11.22,1.97
2012-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,12.39,2.16
2012-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Rice (local),KG,Retail,GHS,12.31,2.14
